Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2022-09-12,Marcel the Shell with Shoes On,2021,https://boxd.it/3dDazT,4,,,2022-09-11
2022-09-13,Vengeance,2022,https://boxd.it/3dMNXD,4,Yes,,2022-09-12
2022-09-15,Fahrenheit 451,1966,https://boxd.it/3e6A7z,3.5,,,2022-09-14
2022-09-20,"Confess, Fletch",2022,https://boxd.it/3f5BHv,3.5,,amc a-list,2022-09-19
2022-09-23,See How They Run,2022,https://boxd.it/3fCpPj,4,,amc a-list,2022-09-22
2022-10-06,Barbarian,2022,https://boxd.it/3ij0hl,4,,amc a-list,2022-10-05
2022-10-07,Amsterdam,2022,https://boxd.it/3itMAZ,1.5,,amc a-list,2022-10-06
2022-10-24,Black Adam,2022,https://boxd.it/3m337H,3,,amc a-list,2022-10-23
2022-10-28,Ford v Ferrari,2019,https://boxd.it/3mVNtR,5,Yes,,2022-10-27
2022-10-28,Garden State,2004,https://boxd.it/3mVNJF,3,,,2022-10-27
2022-10-28,Nightcrawler,2014,https://boxd.it/3mXesj,3.5,,,2022-10-27
2022-10-30,In Bruges,2008,https://boxd.it/3nqJ1V,4,,,2022-10-29
2022-11-05,The Banshees of Inisherin,2022,https://boxd.it/3oHjO1,4.5,,alamo,2022-11-04
2022-11-06,V for Vendetta,2005,https://boxd.it/3oXhJ1,3,,,2022-11-05
2022-11-11,The Banshees of Inisherin,2022,https://boxd.it/3pZRrl,4.5,Yes,,2022-11-10
2022-11-15,Black Panther: Wakanda Forever,2022,https://boxd.it/3qUTPD,4,,amc a-list,2022-11-14
2022-11-17,Caddyshack,1980,https://boxd.it/3riezH,3.5,,,2022-11-16
2022-11-18,The Menu,2022,https://boxd.it/3rs0uD,,,amc a-list,2022-11-17
2022-11-23,"Pepsi, Where's My Jet?",2022,https://boxd.it/3ss0Mh,,,,2022-11-22
2022-11-24,Disney Channel's Theme: A History Mystery,2022,https://boxd.it/3sLh7N,,,,2022-11-23
2022-11-26,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/3sZbyV,4.5,Yes,,2022-11-25
2022-11-26,The Christmas Chronicles,2018,https://boxd.it/3sZIOH,3,Yes,,2022-11-25
2022-11-26,Glass Onion,2022,https://boxd.it/3t7ykD,4,,,2022-11-25
2022-11-28,The Shop Around the Corner,1940,https://boxd.it/3tEPAT,3.5,,,2022-11-27
2022-11-29,Devotion,2022,https://boxd.it/3tOjjr,3.5,,amc a-list,2022-11-28
2022-11-29,Glass Onion,2022,https://boxd.it/3tPVrb,4,Yes,amc a-list,2022-11-28
2022-12-01,The Fabelmans,2022,https://boxd.it/3ubUoz,4,,amc a-list,2022-11-30
2022-12-10,White Noise,2022,https://boxd.it/3w10cP,2.5,,alamo,2022-12-09
2022-12-16,Avatar: The Way of Water,2022,https://boxd.it/3xnYPF,4,,amc a-list,2022-12-15
2022-12-18,Who Killed Santa? A Murderville Murder Mystery,2022,https://boxd.it/3xW60D,,,,2022-12-17
2022-12-19,Burnt,2015,https://boxd.it/3y1qBp,2,,,2022-12-18
2022-12-19,Empire of Light,2022,https://boxd.it/3y6BeL,3,,amc a-list,2022-12-18
2022-12-19,Gone Girl,2014,https://boxd.it/3ydj0v,4.5,,,2022-12-18
2022-12-20,Spirited,2022,https://boxd.it/3yoWvp,3.5,,,2022-12-19
2022-12-21,The Whale,2022,https://boxd.it/3yEzEP,4,,amc a-list,2022-12-20
2022-12-24,We're the Millers,2013,https://boxd.it/3zC4MD,3,Yes,,2022-12-23
2022-12-25,The Nutcracker and the Four Realms,2018,https://boxd.it/3zPXWT,2,,,2022-12-24
2022-12-27,Avatar: The Way of Water,2022,https://boxd.it/3AEzrJ,4,Yes,,2022-12-26
2022-12-27,The Batman,2022,https://boxd.it/3AIewh,4.5,Yes,,2022-12-26
2022-12-31,Babylon,2022,https://boxd.it/3C6whh,3,,amc a-list,2022-12-30
2023-01-01,Violent Night,2022,https://boxd.it/3Cqm0P,3.5,,amc a-list,2022-12-31
2023-01-02,Yesterday,2019,https://boxd.it/3CWDpV,4,Yes,,2023-01-01
2023-01-11,A Man Called Otto,2022,https://boxd.it/3GzGjh,3,,amc a-list,2023-01-10
2023-01-14,Role Models,2008,https://boxd.it/3HyVtD,3,,,2023-01-13
2023-01-14,Lars and the Real Girl,2007,https://boxd.it/3HAFPR,3.5,,,2023-01-14
2023-01-27,On the Rocks,2020,https://boxd.it/3LLtif,2,,,2023-01-26
2023-01-28,All Quiet on the Western Front,2022,https://boxd.it/3M0KMh,4,,,2023-01-27
2023-01-28,Emily the Criminal,2022,https://boxd.it/3M31NP,2.5,,,2023-01-27
2023-01-28,Raiders of the Lost Ark,1981,https://boxd.it/3M53Ax,4.5,Yes,,2023-01-27
2023-02-02,"I Love You, Man",2009,https://boxd.it/3NDey5,4,Yes,,2023-02-01
2023-02-04,The Pale Blue Eye,2022,https://boxd.it/3O92yr,3.5,,,2023-02-03
2023-02-04,A Knight's Tale,2001,https://boxd.it/3Oc52J,4,,,2023-02-03
2023-02-05,Oblivion,2013,https://boxd.it/3Olvdr,4,,,2023-02-04
2023-02-06,Operation Mincemeat,2021,https://boxd.it/3OIMbt,3,,,2023-02-05
2023-02-06,Road to Perdition,2002,https://boxd.it/3ONRKt,3.5,,,2023-02-05
2023-02-06,Indiana Jones and the Temple of Doom,1984,https://boxd.it/3OSRal,4,,,2023-02-05
2023-02-11,Puss in Boots: The Last Wish,2022,https://boxd.it/3Q9CgL,4,,amc a-list,2023-02-10
2023-02-14,Living,2022,https://boxd.it/3QYfXT,4,,amc a-list,2023-02-13
2023-02-17,Ant-Man and the Wasp: Quantumania,2023,https://boxd.it/3RN8BX,3.5,,amc a-list,2023-02-16
2023-02-18,Top Gun: Maverick,2022,https://boxd.it/3S5pb9,5,Yes,,2023-02-17
2023-02-19,Knock at the Cabin,2023,https://boxd.it/3Shpg3,3,,alamo,2023-02-18
2023-02-23,Sharper,2023,https://boxd.it/3TBwDd,3,,,2023-02-22
2023-02-24,WeCrashed,2022,https://boxd.it/3TPY3b,3.5,,,2023-02-23
2023-02-26,Cocaine Bear,2023,https://boxd.it/3UkLCT,3,,amc a-list,2023-02-25
2023-02-27,There's Something About Mary,1998,https://boxd.it/3UJUa5,4,,,2023-02-26
2023-03-03,Operation Fortune: Ruse de Guerre,2023,https://boxd.it/3VM87d,3.5,,amc a-list,2023-03-02
2023-03-07,Indiana Jones and the Last Crusade,1989,https://boxd.it/3WZ0Dv,4.5,,,2023-03-06
2023-03-12,65,2023,https://boxd.it/3YbFdr,3,,amc a-list,2023-03-11
2023-03-18,Chris Rock: Selective Outrage,2023,https://boxd.it/3ZTtIz,4,,,2023-03-17
2023-03-20,Shazam! Fury of the Gods,2023,https://boxd.it/40uhkJ,3.5,,amc a-list,2023-03-19
2023-03-22,This Is Where I Leave You,2014,https://boxd.it/40WqqH,2,,,2023-03-21
2023-03-24,The Greatest Beer Run Ever,2022,https://boxd.it/41vayv,3.5,,,2023-03-23
2023-03-25,Interstellar,2014,https://boxd.it/41MpXz,5,Yes,,2023-03-24
2023-03-27,Sebastian Maniscalco: Stay Hungry,2019,https://boxd.it/42cZPj,3.5,,,2023-03-25
2023-03-27,John Mulaney: Kid Gorgeous at Radio City,2018,https://boxd.it/42d07R,4,Yes,,2023-03-25
2023-03-27,The Unbearable Weight of Massive Talent,2022,https://boxd.it/42mMML,4,Yes,amc a-list,2023-03-26
2023-04-01,Tetris,2023,https://boxd.it/43EU43,4,,,2023-03-31
2023-04-03,John Mulaney: The Comeback Kid,2015,https://boxd.it/44a9ER,4,Yes,,2023-04-02
2023-04-03,Dungeons & Dragons: Honor Among Thieves,2023,https://boxd.it/44fhdp,4,,amc a-list,2023-04-02
2023-04-08,Air,2023,https://boxd.it/45E3sp,4,,amc a-list,2023-04-07
2023-04-09,The Super Mario Bros. Movie,2023,https://boxd.it/45UpdN,3.5,,amc a-list,2023-04-08
2023-04-11,The Fast and the Furious,2001,https://boxd.it/46BCzj,3,,,2023-04-10
2023-04-15,Charlie Wilson's War,2007,https://boxd.it/47t7s5,2,,,2023-04-14
2023-04-15,Insomnia,2002,https://boxd.it/47A9PJ,4,,,2023-04-14
2023-04-15,Wedding Crashers,2005,https://boxd.it/47CRbR,3.5,Yes,,2023-04-14
2023-04-18,Inception,2010,https://boxd.it/48mm4H,5,Yes,,2023-04-17
2023-04-18,2 Fast 2 Furious,2003,https://boxd.it/48tsLL,2,,,2023-04-17
2023-04-22,The Fast and the Furious: Tokyo Drift,2006,https://boxd.it/49puB5,2,,,2023-04-21
2023-04-24,Ghosted,2023,https://boxd.it/49S7ED,2,,,2023-04-22
2023-04-25,Fast & Furious,2009,https://boxd.it/4aiUkJ,2.5,,,2023-04-24
2023-04-26,Suzume,2022,https://boxd.it/4awqfR,4.5,,amc a-list,2023-04-25
2023-05-01,John Mulaney: Baby J,2023,https://boxd.it/4bP79n,4.5,,,2023-04-29
2023-05-01,Harry Potter and the Order of the Phoenix,2007,https://boxd.it/4bQIO5,4,Yes,,2023-04-30
2023-05-04,Return of the Jedi,1983,https://boxd.it/4cGkFd,5,Yes,amc a-list,2023-05-03
2023-05-06,About Time,2013,https://boxd.it/4deTKF,5,Yes,,2023-05-05
2023-05-07,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/4duTCj,4.5,,"date night, amc a-list",2023-05-06
2023-05-08,Top Gun: Maverick,2022,https://boxd.it/4dEXT9,5,Yes,,2023-05-07
2023-05-08,Ford v Ferrari,2019,https://boxd.it/4dPKUb,4.5,Yes,,2023-05-07
2023-05-11,Guy Ritchie's The Covenant,2023,https://boxd.it/4eyvMB,4,,amc a-list,2023-05-10
2023-05-14,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/4fdikB,4.5,Yes,,2023-05-13
2023-05-15,Fast Five,2011,https://boxd.it/4fuynF,3.5,,,2023-05-14
2023-05-17,WarGames,1983,https://boxd.it/4fXg8F,3.5,Yes,alamo,2023-05-16
2023-05-18,Fast & Furious 6,2013,https://boxd.it/4gcaGr,3,,,2023-05-17
2023-05-19,Furious 7,2015,https://boxd.it/4gkxeh,3,,,2023-05-18
2023-05-20,The Fate of the Furious,2017,https://boxd.it/4guCL1,2.5,,,2023-05-19
2023-05-23,F9,2021,https://boxd.it/4hoeZZ,2.5,,,2023-05-22
2023-05-23,Fast X,2023,https://boxd.it/4hrcMF,3,,amc a-list,2023-05-22
2023-05-28,About My Father,2023,https://boxd.it/4iBFmP,3,,"date night, amc a-list",2023-05-27
2023-05-29,Sleepless in Seattle,1993,https://boxd.it/4iT4Mx,3.5,,,2023-05-28
2023-05-29,My Big Fat Greek Wedding,2002,https://boxd.it/4iUwFh,3,,,2023-05-28
2023-05-30,See How They Run,2022,https://boxd.it/4j8337,4,Yes,,2023-05-29
2023-05-31,My Big Fat Greek Wedding 2,2016,https://boxd.it/4jhD8Z,3,,,2023-05-29
2023-06-03,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/4k8D3V,4.5,,amc a-list,2023-06-02
2023-06-05,The Machine,2023,https://boxd.it/4kHmqj,2.5,,amc a-list,2023-06-04
2023-06-12,The Grand Budapest Hotel,2014,https://boxd.it/4mG0G1,4,,,2023-06-11
2023-06-18,The Flash,2023,https://boxd.it/4oazMd,3,,amc a-list,2023-06-17
2023-06-20,"I Love You, Man",2009,https://boxd.it/4oM9Vf,4,Yes,,2023-06-18
2023-06-20,The Philadelphia Story,1940,https://boxd.it/4oUPYV,4,,"date night, angelika",2023-06-19
2023-06-23,Transformers: Rise of the Beasts,2023,https://boxd.it/4pJ3PX,2,,amc a-list,2023-06-22
2023-06-25,Asteroid City,2023,https://boxd.it/4qf6iV,4,,"date night, amc a-list",2023-06-24
2023-06-26,Forgetting Sarah Marshall,2008,https://boxd.it/4qrnOD,4.5,Yes,,2023-06-25
2023-06-26,Indiana Jones and the Kingdom of the Crystal Skull,2008,https://boxd.it/4qDcND,2.5,,,2023-06-25
2023-06-28,The Room,2003,https://boxd.it/4raXHD,,Yes,,2023-06-27
2023-06-30,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/4rzuwV,4.5,Yes,,2023-06-28
2023-07-02,Indiana Jones and the Dial of Destiny,2023,https://boxd.it/4saCJ3,3,,amc a-list,2023-07-01
2023-07-03,Once Upon a Time... in Hollywood,2019,https://boxd.it/4sGmaF,5,Yes,,2023-07-02
2023-07-04,The Man from U.N.C.L.E.,2015,https://boxd.it/4sZr59,3.5,,,2023-07-03
2023-07-09,Vengeance,2022,https://boxd.it/4un0q7,4,Yes,,2023-07-07
2023-07-09,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/4un1eh,4.5,Yes,"date night, amc a-list",2023-07-08
2023-07-10,A Bug's Life,1998,https://boxd.it/4uBGsR,4,Yes,,2023-07-09
2023-07-10,The Shawshank Redemption,1994,https://boxd.it/4uFm2n,4.5,,,2023-07-09
2023-07-15,Mission: Impossible – Dead Reckoning,2023,https://boxd.it/4we9Mr,4,Yes,"amc a-list, date night",2023-07-14
2023-07-17,The Blind Date,2018,https://boxd.it/4wTgeD,4,Yes,,2023-07-16
2023-07-18,Mission: Impossible – Dead Reckoning,2023,https://boxd.it/4xejoj,4,Yes,,2023-07-17
2023-07-21,Oppenheimer,2023,https://boxd.it/4y9O5V,5,,"date night, amc a-list, 70mm",2023-07-20
2023-07-24,Barbie,2023,https://boxd.it/4zvsdL,3.5,,date night,2023-07-23
2023-07-30,Oppenheimer,2023,https://boxd.it/4BQScT,5,Yes,,2023-07-29
2023-08-14,Interstellar,2014,https://boxd.it/4GZ6br,5,Yes,,2023-08-12
2023-08-14,Skyfall,2012,https://boxd.it/4H2pGT,4,Yes,,2023-08-13
2023-08-14,No Time to Die,2021,https://boxd.it/4H6q0d,4.5,Yes,,2023-08-13
2023-08-20,Mission: Impossible – Dead Reckoning,2023,https://boxd.it/4IX8P3,4.5,Yes,amc a-list,2023-08-19
2023-08-21,Oppenheimer,2023,https://boxd.it/4JaB9L,5,Yes,amc a-list,2023-08-20
2023-08-21,Manchester by the Sea,2016,https://boxd.it/4JdK6n,3.5,,,2023-08-20
2023-08-21,Bohemian Rhapsody,2018,https://boxd.it/4JlNrf,3.5,,,2023-08-20
2023-08-25,Gran Turismo,2023,https://boxd.it/4KuKkH,3.5,,amc a-list,2023-08-24
2023-08-27,Grumpy Old Men,1993,https://boxd.it/4L3Yoj,3.5,,,2023-08-26
2023-08-27,Grumpier Old Men,1995,https://boxd.it/4L66T9,3,,,2023-08-26
2023-08-28,Dune,2021,https://boxd.it/4Lp9fp,4.5,Yes,"date night, Alamo",2023-08-27
2023-09-12,The Equalizer 3,2023,https://boxd.it/4PV6bp,3,,amc a-list,2023-09-11
2023-09-15,A Haunting in Venice,2023,https://boxd.it/4QE7AF,3.5,,amc a-list,2023-09-14
2023-09-17,My Big Fat Greek Wedding 3,2023,https://boxd.it/4R8tVv,3,,"date night, amc a-list",2023-09-16
2023-09-22,Spider-Man: Homecoming,2017,https://boxd.it/4SuHVR,4.5,Yes,,2023-09-21
2023-09-22,Spider-Man 2,2004,https://boxd.it/4Sw1fN,4,,,2023-09-21
2023-09-22,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/4SClNR,5,Yes,,2023-09-21
2023-09-24,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/4T9OK9,4,Yes,,2023-09-23
2023-09-25,The Amazing Spider-Man,2012,https://boxd.it/4TCnBR,2.5,Yes,,2023-09-24
2023-09-26,The Amazing Spider-Man 2,2014,https://boxd.it/4THg6R,3,Yes,,2023-09-25
2023-09-26,Shane Gillis: Beautiful Dogs,2023,https://boxd.it/4TMnGR,4,,,2023-09-25
2023-09-26,Knives Out,2019,https://boxd.it/4TSIst,4.5,Yes,,2023-09-25
2023-09-30,The Creator,2023,https://boxd.it/4UXjnx,3.5,,,2023-09-29
2023-10-06,Ahsoka,2023,https://boxd.it/4WLf5X,3,,,2023-10-04
2023-10-08,Dumb Money,2023,https://boxd.it/4XuSsh,3,,"date night, amc a-list",2023-10-07
2023-10-14,Taylor Swift: The Eras Tour,2023,https://boxd.it/4ZAcYP,,,date night,2023-10-13
2023-10-28,Five Nights at Freddy's,2023,https://boxd.it/54865j,2.5,,amc a-list,2023-10-27
2023-10-29,Killers of the Flower Moon,2023,https://boxd.it/54riW3,4,,"date night, alamo",2023-10-28
2023-10-29,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/54vYGT,4.5,Yes,,2023-10-28
2023-10-30,Dirty Dancing,1987,https://boxd.it/54YlUv,4,,,2023-10-29
2023-11-06,The Holdovers,2023,https://boxd.it/57sZ6N,4.5,,"date night, alamo",2023-11-05
2023-11-11,Pokémon Detective Pikachu,2019,https://boxd.it/58SENn,4,Yes,,2023-11-10
2023-11-13,The Holdovers,2023,https://boxd.it/59uBeb,4.5,Yes,amc a-list,2023-11-12
2023-11-14,The Marvels,2023,https://boxd.it/59WbO9,2,,amc a-list,2023-11-13
2023-11-20,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/5bUh7T,3,,,2023-11-20
2023-11-22,No Hard Feelings,2023,https://boxd.it/5ck3iZ,3,,,2023-11-21
2023-11-22,Napoleon,2023,https://boxd.it/5csEZd,3.5,,,2023-11-21
2023-11-23,The Gentlemen,2019,https://boxd.it/5cLv9Z,4,Yes,,2023-11-22
2023-11-25,Dungeons & Dragons: Honor Among Thieves,2023,https://boxd.it/5dqvZj,4,Yes,,2023-11-24
2023-12-04,Interstellar,2014,https://boxd.it/5gAwYD,5,Yes,"date night, smithsonian",2023-12-03
2023-12-05,Dream Scenario,2023,https://boxd.it/5gYiCL,3,,amc a-list,2023-12-04
2023-12-07,Monty Python and the Holy Grail,1975,https://boxd.it/5hyJX9,4,,,2023-12-06
2023-12-09,Silent Night,2023,https://boxd.it/5i8JFV,3,,amc a-list,2023-12-08
2023-12-09,Home Alone,1990,https://boxd.it/5icGxR,4,Yes,,2023-12-08
2023-12-11,Four Christmases,2008,https://boxd.it/5iPE7Z,2.5,,,2023-12-10
2023-12-11,Fred Claus,2007,https://boxd.it/5iSaen,3,,,2023-12-10
2023-12-11,Die Hard,1988,https://boxd.it/5j1XS5,4.5,,"amc a-list, date night",2023-12-10
2023-12-14,The Boy and the Heron,2023,https://boxd.it/5jZZuf,4,,amc a-list,2023-12-13
2023-12-15,Snatch,2000,https://boxd.it/5kk6b5,4,,,2023-12-14
2023-12-17,Wonka,2023,https://boxd.it/5l1uTh,4,,"amc a-list, date night",2023-12-16
2023-12-18,It's a Wonderful Life,1946,https://boxd.it/5liYod,5,Yes,"alamo, date night",2023-12-17
2023-12-20,Knives Out,2019,https://boxd.it/5mecKV,4.5,Yes,,2023-12-19
2023-12-23,Godzilla Minus One,2023,https://boxd.it/5nmu3P,4.5,,,2023-12-22
2023-12-23,Air,2023,https://boxd.it/5nsDFb,4,Yes,,2023-12-22
2023-12-26,The Christmas Chronicles,2018,https://boxd.it/5oPeKZ,3,Yes,,2023-12-25
2023-12-26,The Super Mario Bros. Movie,2023,https://boxd.it/5oU4px,3.5,Yes,,2023-12-25
2023-12-26,About Time,2013,https://boxd.it/5p3SBh,5,Yes,,2023-12-25
2023-12-27,Mission: Impossible,1996,https://boxd.it/5pc8z3,3.5,,,2023-12-26
2023-12-27,Mission: Impossible II,2000,https://boxd.it/5pfvY7,1.5,,,2023-12-26
2023-12-27,Knight and Day,2010,https://boxd.it/5psGix,2.5,,,2023-12-26
2023-12-28,The Holdovers,2023,https://boxd.it/5pHJnZ,4.5,Yes,,2023-12-26
2023-12-30,The Family Plan,2023,https://boxd.it/5rdzmb,2,,,2023-12-29
2024-01-01,Dave Chappelle: The Dreamer,2023,https://boxd.it/5snvf5,4,,,2023-12-31
2024-01-06,Pretty Woman,1990,https://boxd.it/5vDX0h,3.5,,,2024-01-05
2024-01-07,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/5w44zP,5,Yes,"date night, alamo",2024-01-06
2024-01-14,The Beekeeper,2024,https://boxd.it/5AloUt,3,,"date night, amc a-list",2024-01-13
2024-01-20,The Book of Clarence,2023,https://boxd.it/5Dplnr,3.5,,amc a-list,2024-01-19
2024-01-20,The Lord of the Rings: The Two Towers,2002,https://boxd.it/5DzM8N,5,Yes,,2024-01-19
2024-01-21,The Lord of the Rings: The Return of the King,2003,https://boxd.it/5E0ba7,5,Yes,"alamo, date night",2024-01-20
2024-01-23,The Iron Claw,2023,https://boxd.it/5FbQCR,4,,amc a-list,2024-01-22
2024-01-24,Freud's Last Session,2023,https://boxd.it/5FCduj,,,,2024-01-23
2024-01-25,Dune,2021,https://boxd.it/5G7A1r,4.5,Yes,amc a-list,2024-01-24
2024-01-27,Top Gun: Maverick,2022,https://boxd.it/5H2ibH,5,Yes,,2024-01-26
2024-01-28,American Fiction,2023,https://boxd.it/5HBt8f,4,,"amc a-list, date night",2024-01-27
2024-01-30,Captain America: The Winter Soldier,2014,https://boxd.it/5IK2kv,4.5,Yes,,2024-01-29
2024-02-03,La La Land,2016,https://boxd.it/5Kqlz3,5,Yes,,2024-02-02
2024-02-04,Argylle,2024,https://boxd.it/5KSMod,2,,"date night, amc a-list",2024-02-03
2024-02-05,Moneyball,2011,https://boxd.it/5LxCBt,4.5,Yes,,2024-02-04
2024-02-10,Dan in Real Life,2007,https://boxd.it/5NACcx,3.5,Yes,,2024-02-09
2024-02-11,The Boys in the Boat,2023,https://boxd.it/5NYgnV,4,,"amc a-list, date night",2024-02-10
2024-02-12,Once Upon a Time... in Hollywood,2019,https://boxd.it/5OlY37,5,Yes,,2024-02-11
2024-02-18,Inglourious Basterds,2009,https://boxd.it/5RbzVl,5,Yes,,2024-02-17
2024-02-18,Apollo 13,1995,https://boxd.it/5RhIhB,4.5,,,2024-02-17
2024-02-25,Tenet,2020,https://boxd.it/5UsPvf,5,Yes,"afi silver, date night, 70mm",2024-02-24
2024-02-26,Dune: Part Two,2024,https://boxd.it/5V5puj,5,,"amc a-list, date night",2024-02-25
2024-02-29,The Lighthouse,2019,https://boxd.it/5WkwRX,3.5,,amc a-list,2024-02-28
2024-03-02,Gran Turismo,2023,https://boxd.it/5XbvyB,3.5,Yes,,2024-03-01
2024-03-09,Dune: Part Two,2024,https://boxd.it/60vB79,5,Yes,"date night, amc a-list",2024-03-08
2024-03-10,The Holdovers,2023,https://boxd.it/616Zk1,4.5,Yes,,2024-03-09
2024-03-17,Inception,2010,https://boxd.it/64n8nH,4.5,Yes,,2024-03-16
2024-03-18,Dunkirk,2017,https://boxd.it/64HNWt,5,Yes,,2024-03-17
2024-03-24,Going the Distance,2010,https://boxd.it/67kksl,2.5,,,2024-03-23
2024-03-24,Blast from the Past,1999,https://boxd.it/67vQPt,3.5,,,2024-03-23
2024-03-25,The Prince of Egypt,1998,https://boxd.it/686ryB,5,Yes,,2024-03-24
2024-04-01,The Passion of the Christ,2004,https://boxd.it/6bvdUv,5,Yes,,2024-03-31
2024-04-07,"I, Robot",2004,https://boxd.it/6e7Jcf,,,,2024-04-06
2024-04-07,Edge of Tomorrow,2014,https://boxd.it/6e9Jkd,4,Yes,,2024-04-06
2024-04-14,Civil War,2024,https://boxd.it/6gV6qP,3.5,,amc a-list,2024-04-13
2024-04-15,Silence,2016,https://boxd.it/6huze9,4.5,,,2024-04-14
2024-04-16,"nothing, except everything.",2023,https://boxd.it/6hRsYb,,,,2024-04-15
2024-04-20,Captain America: The First Avenger,2011,https://boxd.it/6jfdQD,3.5,Yes,,2024-04-19
2024-04-21,Captain America: The Winter Soldier,2014,https://boxd.it/6jF0IN,4.5,Yes,,2024-04-20
2024-04-22,The Ministry of Ungentlemanly Warfare,2024,https://boxd.it/6k7cuf,3.5,,"amc a-list, date night",2024-04-21
2024-04-26,Draft Day,2014,https://boxd.it/6lno5d,2.5,Yes,,2024-04-24
2024-04-29,Captain America: Civil War,2016,https://boxd.it/6mGtsD,4,Yes,,2024-04-28
2024-04-29,Spider-Man: Homecoming,2017,https://boxd.it/6mMBtB,4.5,Yes,,2024-04-28
2024-05-04,Challengers,2024,https://boxd.it/6p3tmJ,3.5,,"alamo, date night",2024-05-03
2024-05-05,Anyone But You,2023,https://boxd.it/6ptlxh,3,,,2024-05-04
2024-05-06,The Fall Guy,2024,https://boxd.it/6q2FgP,4,,"amc a-list, date night",2024-05-05
2024-05-07,Star Wars: Episode I – The Phantom Menace,1999,https://boxd.it/6qxbgH,3.5,Yes,amc a-list,2024-05-06
2024-05-07,Dawn of the Planet of the Apes,2014,https://boxd.it/6qArw3,4.5,,,2024-05-06
2024-05-12,How to Lose a Guy in 10 Days,2003,https://boxd.it/6snMQF,2.5,,,2024-05-11
2024-05-13,Uptown Girls,2003,https://boxd.it/6sIBHJ,3,,,2024-05-12
2024-05-17,War for the Planet of the Apes,2017,https://boxd.it/6ubpMf,4.5,,,2024-05-16
2024-05-21,The Imitation Game,2014,https://boxd.it/6vZ1R5,3.5,,,2024-05-20
2024-05-23,Kingdom of the Planet of the Apes,2024,https://boxd.it/6wIfFH,3.5,,amc a-list,2024-05-22
2024-05-27,A New Birth of Freedom,,https://boxd.it/6yrxh3,,Yes,,2024-05-26
2024-05-27,Top Gun: Maverick,2022,https://boxd.it/6yvkSN,5,Yes,,2024-05-26
2024-05-28,Mad Max: Fury Road,2015,https://boxd.it/6yXMGL,4.5,Yes,,2024-05-27
2024-05-30,Furiosa: A Mad Max Saga,2024,https://boxd.it/6zJ6pf,4.5,,amc a-list,2024-05-29
2024-05-31,Jack Reacher,2012,https://boxd.it/6AaFQJ,3,,,2024-05-30
2024-06-01,About Time,2013,https://boxd.it/6AxyML,5,Yes,,2024-05-31
2024-06-02,Furiosa: A Mad Max Saga,2024,https://boxd.it/6AWixZ,4.5,Yes,"alamo, date night",2024-06-01
2024-06-09,American Fiction,2023,https://boxd.it/6DIKFL,4,Yes,,2024-06-08
2024-06-10,Hit Man,2023,https://boxd.it/6EfeNT,3.5,,,2024-06-09
2024-06-16,Maggie Moore(s),2023,https://boxd.it/6GwLNJ,3,,,2024-06-15
2024-06-22,The Fall Guy,2024,https://boxd.it/6ISwOz,4,Yes,,2024-06-21
2024-06-23,The Fall Guy,2024,https://boxd.it/6JhqEN,4,Yes,,2024-06-22
2024-06-29,Kick-Ass,2010,https://boxd.it/6LATpX,3.5,Yes,,2024-06-28
2024-06-30,A Quiet Place,2018,https://boxd.it/6LTg7j,4.5,Yes,,2024-06-29
2024-06-30,A Quiet Place: Day One,2024,https://boxd.it/6LY0ib,4,,"amc a-list, date night",2024-06-29
2024-07-01,Chef,2014,https://boxd.it/6MtipV,4,Yes,,2024-06-30
2024-07-05,National Treasure,2004,https://boxd.it/6O06dj,4,Yes,,2024-07-04
2024-07-05,Hamilton,2020,https://boxd.it/6O8KJ1,4.5,Yes,,2024-07-04
2024-07-06,The Dark Knight,2008,https://boxd.it/6OpIlv,5,Yes,,2024-07-05
2024-07-06,Notting Hill,1999,https://boxd.it/6OxJ63,4,Yes,,2024-07-05
2024-07-07,Sleeping with Other People,2015,https://boxd.it/6OZYdT,3.5,Yes,,2024-07-06
2024-07-14,The Five-Year Engagement,2012,https://boxd.it/6SclRj,3.5,Yes,,2024-07-13
2024-07-15,Fly Me to the Moon,2024,https://boxd.it/6Svt6j,3,,"date night, amc a-list",2024-07-14
2024-07-21,2001: A Space Odyssey,1968,https://boxd.it/6V8923,5,,,2024-07-20
2024-07-22,Twisters,2024,https://boxd.it/6VEY5r,4,,"amc a-list, date night",2024-07-21
2024-07-24,Deadpool,2016,https://boxd.it/6WHj9x,4,Yes,,2024-07-23
2024-07-28,Logan,2017,https://boxd.it/6YzyGt,4,,,2024-07-27
2024-07-29,Deadpool 2,2018,https://boxd.it/6YUfhV,4,Yes,,2024-07-28
